SMILES,Name,ChEMBL_ID,Assay_ChEMBL_ID,Permeability_Value,Original_Units,Permeability
Cc1ccc(-c2cnc3c(c2)n(CC(=O)N2CCC2)c(=O)n3C)s1,,CHEMBL4744919,CHEMBL4728781,37.0,10^-6 cm/s,1
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)F)c2)cn1,,CHEMBL4162197,CHEMBL4137016,1.66e-05,nm/s,1
C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(C(=O)CNC(=O)c2cccc3ccccc23)CC1,,CHEMBL5276449,CHEMBL5233159,0.55,10^-6 cm/s,1
CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,,CHEMBL5208515,CHEMBL5130729,2.5999999999999997e-06,nm/s,0
N[C@@H](CC(=O)NC1(c2nc3ccc(OCCCCCC(=O)NC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)cc3s2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,,CHEMBL4532312,CHEMBL4338417,2e-08,nm/s,0
C=C(c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CC2)c1)C(F)(F)F,,CHEMBL1270262,CHEMBL1274835,1.03e-05,nm/s,1
CNC(=O)c1cncc(-c2cnn3cc(-c4cnn(C)c4)c(OC4CCOC4)nc23)c1,,CHEMBL5199231,CHEMBL5100332,0.2,10^-6 cm/s,1
CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2nnc(C(F)(F)F)s2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,,CHEMBL383211,CHEMBL860621,1.2e-05,nm/s,1
CCNC(=O)N1C[C@H]2[C@H](C)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@]32C1,,CHEMBL5088392,CHEMBL5046100,32.3,10^-6 cm/s,1
Cc1nnc(-c2ncn3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1,,CHEMBL4759636,CHEMBL4669210,0.8,10^-6 cm/s,1
CC(C)C(=O)Nc1ccc2oc(-c3ccc(C(C)(C)C)cc3)nc2c1,,CHEMBL4448276,CHEMBL4423492,7.262999999999999e-06,nm/s,0
CN(C)C(=O)c1cccc(S(=O)(=O)N2CSC[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,,CHEMBL4065344,CHEMBL4027227,2.8e-06,nm/s,0
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccccc34)C[C@@H]21,,CHEMBL4872522,CHEMBL4843265,1.73,10^-6 cm/s,1
CN(C)C(=O)C(C)(C)c1ccc2c(-c3ccc(F)cc3)cc(C(N)=O)nc2c1,,CHEMBL5398558,CHEMBL5365182,38.0,10^-6 cm/s,1
C[C@H]1CCCN1Cc1nc2cc(C(=O)Nc3ccc4c(cnn4C)c3)ccc2[nH]1,,CHEMBL5411970,CHEMBL5346779,2e-07,nm/s,0
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)(F)F)c2)cn1,,CHEMBL4165629,CHEMBL4137016,1.6e-05,nm/s,1
CCOC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,,CHEMBL512551,CHEMBL944382,3.5,cm/s,1
CC[C@](C)(O)C#Cc1cc2c(ccn2-c2cc(OC)nc(N)n2)cn1,,CHEMBL5280210,CHEMBL5236890,21.0,10^-6 cm/s,1
CC(C)CCNc1ccc(-c2cnc3ccc(N4CCC(N)CC4)nn23)cn1,,CHEMBL2380696,CHEMBL2384453,5.5e-06,nm/s,0
O=C(O)c1ccccc1O,SALICYLIC ACID,CHEMBL424,CHEMBL905613,4.9,10^-6 cm/s,1
CCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,,CHEMBL4857751,CHEMBL4845479,3.3,10^-6 cm/s,1
CC1(C)O[C@@H]2[C@H](O1)[C@@H](CN(C/C=C\CN)CCF)O[C@H]2n1cnc2c(N)ncnc21,,CHEMBL4083844,CHEMBL4046304,9.3e-07,nm/s,0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,,CHEMBL5084378,CHEMBL5041726,1.9699999999999998e-05,nm/s,1
CCCCCCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,,CHEMBL392578,CHEMBL925032,1.024,10^-6 cm/s,1
COc1ccc(C2CC2)cc1S(=O)(=O)Nc1ccc2c(c1)CCN2C(C)=O,,CHEMBL5196972,CHEMBL5163729,21.54,10^-6 cm/s,1
CC[C@](C)(O)C#Cc1cc2c(ccn2-c2cc(OC)nc(N)n2)cn1,,CHEMBL5280210,CHEMBL5236889,27.0,10^-6 cm/s,1
C[C@H](c1ccnc(Nc2nc3ccc(-c4cnn(CC5CC5)c4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1,,CHEMBL4435393,CHEMBL4380528,1.6e-06,nm/s,0
N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N)nc1N,,CHEMBL4473654,CHEMBL4739471,1.3,10^-6 cm/s,1
C[C@@H]1COCCN1c1nc(-c2cnc(N)s2)nc2c1C[C@@H]1COCCN21,,CHEMBL4762174,CHEMBL4732444,54.0,10^-6 cm/s,1
Cc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,,CHEMBL3112851,CHEMBL3119741,7.3999999999999995e-06,nm/s,0
Cc1cc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)c(C)cc1NC(=O)c1ccccc1C,,CHEMBL5399936,CHEMBL5384114,1.0,10^-6 cm/s,1
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,PUROMYCIN,CHEMBL469912,CHEMBL1908285,1.15e-06,nm/s,0
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCCC6)ccn45)ncn3)cc2)cn1,IDRX-42,CHEMBL5314917,CHEMBL5381738,5.7,10^-6 cm/s,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,CHEMBL428647,CHEMBL5160762,19.43,10^-6 cm/s,1
CCn1c(Sc2cccc(Cl)c2)cc(=O)n(O)c1=O,,CHEMBL4877189,CHEMBL4824593,5.1,10^-6 cm/s,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,CHEMBL428647,CHEMBL896322,0.2,10^-6 cm/s,1
Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1,EMAVUSERTIB,CHEMBL4783351,CHEMBL4672983,8.9,10^-6 cm/s,1
CS(=O)(=O)Nc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1,,CHEMBL4763315,CHEMBL4718821,0.02,10^-6 cm/s,1
O=C(N1CCN2CCC1CC2)n1nc(-n2cc(Cl)cn2)c2c1COCC2,,CHEMBL5278640,CHEMBL5225970,32.0,10^-6 cm/s,1
O=[N+]([O-])c1cn2c(n1)OCC(COc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,,CHEMBL3608950,CHEMBL4182346,7.3999999999999995e-06,nm/s,0
Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,BIIB-091,CHEMBL5083772,CHEMBL5043312,1.78,10^-6 cm/s,1
OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3ccsc3)nn2)[C@H]1O,,CHEMBL5403290,CHEMBL5357994,31.0,10^-6 cm/s,1
NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2C1CCC(O)CC1,,CHEMBL4873528,CHEMBL4825908,0.1,10^-6 cm/s,1
Cl.Cl.Fc1cc(-c2nc3cc(C4=NCCN4)ccc3[nH]2)ccc1OCCN1CCOCC1,,CHEMBL4740370,CHEMBL4710749,0.84,10^-6 cm/s,1
Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,,CHEMBL2170062,CHEMBL2173617,3.7e-05,nm/s,1
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)OC(=O)CN(C)C)C(C)(C)C,,CHEMBL4463796,CHEMBL4392469,1.3199999999999999e-05,nm/s,1
COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,MK0686,CHEMBL232943,CHEMBL897542,34.0,10^-6 cm/s,1
Cc1csc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,,CHEMBL5078184,CHEMBL5036695,4.5,10^-6 cm/s,1
CN(C)Cc1nccn1-c1ccc(CC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)cc1,,CHEMBL442292,CHEMBL927724,24.0,10^-6 cm/s,1
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,FUROSEMIDE,CHEMBL35,CHEMBL4325558,6.4e-06,nm/s,0
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,,CHEMBL4173075,CHEMBL4158382,2.98e-06,nm/s,0
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3cc(N4CCC4)ncc3c2)CC1,,CHEMBL5279860,CHEMBL5265279,7.8e-06,nm/s,0
Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,,CHEMBL4284595,CHEMBL5126889,77.0,10^-6 cm/s,1
CSCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C,,CHEMBL5280916,CHEMBL5258488,1.3999999999999998e-07,nm/s,0
C[C@@H]1COCCN1c1nc(-c2cnc(N)cn2)nc2c1C[C@@H]1COCCN21,,CHEMBL4551080,CHEMBL4732444,54.0,10^-6 cm/s,1
Cc1ccc(NC(=O)c2cc(C(F)(F)F)cnn2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,,CHEMBL5078176,CHEMBL5041049,42.32,10^-6 cm/s,1
COc1ccc(-c2cn3ccc(N4CCN(C5CCCC5)CC4)cc3n2)c(OCCCN2CCOCC2)c1,,CHEMBL5187807,CHEMBL5130030,15.43,10^-6 cm/s,1
CN(c1ncccc1CNc1ccnc(-c2cc3cc(Cl)ccc3[nH]2)n1)S(C)(=O)=O,,CHEMBL5085599,CHEMBL5321379,2.0,10^-6 cm/s,1
COCC[C@@H](C(=O)Nc1ccc2nccnc2c1)n1cc(OC)c(-c2cc(Cl)ccc2C#N)cc1=O,,CHEMBL5439131,CHEMBL5367468,1.14e-05,nm/s,1
CC(=O)N1N=C(c2ccc3ccccc3c2)CC1c1ccc(-c2ccccc2)cc1,,CHEMBL5187436,CHEMBL5107918,4.43,10^-6 cm/s,1
COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3c(C)cccc3F)n1)CN(C)CC2,,CHEMBL4873035,CHEMBL4818579,2.78e-06,nm/s,0
c1coc(CNc2ncnc3ccsc23)c1,,CHEMBL4779192,CHEMBL4724734,16.3,10^-6 cm/s,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1,,CHEMBL3526474,CHEMBL3541343,3.07e-05,nm/s,1
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(CF)CF)c2)CC1,,CHEMBL1270363,CHEMBL1274835,1.68e-05,nm/s,1
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)NC3(CO)CCOC3)cn2)c1,,CHEMBL5172773,CHEMBL5099713,3.0,10^-6 cm/s,1
O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2COCCN2c2ccn3ncc1c3n2,,CHEMBL5080010,CHEMBL5035188,12.0,10^-6 cm/s,1
c1ccc(CCC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,,CHEMBL504231,CHEMBL944381,4.5,cm/s,1
C/C(O)=C(\C#N)C(=O)Nc1cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc2c(F)cccc2F)cc1F,,CHEMBL5079947,CHEMBL5055450,0.55,10^-6 cm/s,1
O=[N+]([O-])c1cccc(O)c1,3-NITRO-PHENOL,CHEMBL13888,CHEMBL905612,17.09,10^-6 cm/s,1
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc4c(cc3[nH]1)OCO4)n2Cc1ccccc1,,CHEMBL5191481,CHEMBL5141814,3.0,10^-6 cm/s,1
Cc1ccn(-c2nc(Nc3ccc(F)cc3)c3ccn(C)c3n2)n1,,CHEMBL5403198,CHEMBL5326684,3.07,10^-6 cm/s,1
CCOc1ccccc1O[C@@H]1CCCN(c2ncc(C(=O)NC(C)(C)CO)cn2)C1,,CHEMBL5190860,CHEMBL5099713,19.0,10^-6 cm/s,1
O=C(Nc1ccc(-c2nc(-c3ccc(Cl)cc3)no2)cc1)C1CC(=O)N(Cc2ccco2)C1,,CHEMBL5207128,CHEMBL5167504,1.3,10^-6 cm/s,1
O=S(=O)(c1ccc(Nc2ncnc3sccc23)cc1)C1CCCC1,,CHEMBL5407912,CHEMBL5325795,22.0,10^-6 cm/s,1
CC(C)(CO)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,,CHEMBL2048059,CHEMBL2049564,1.2e-05,nm/s,1
O=C(Nc1ccc(C2CCC3(CC2)CC(C(=O)O)C3)cc1)c1nnc(Nc2ccc(F)c(F)c2)o1,,CHEMBL5207578,CHEMBL5145956,4.9e-06,nm/s,0
CN(C)C(=O)CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,,CHEMBL5201376,CHEMBL5122781,15.0,10^-6 cm/s,1
CC(=O)Nc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1,,CHEMBL5183295,CHEMBL5111948,13.0,10^-6 cm/s,1
c1ccc([C@]2(CCNCc3scc4c3CCC4)CCO[C@]3(CCOC3)C2)nc1,,CHEMBL5075300,CHEMBL5043379,2.4,10^-6 cm/s,1
NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2cccnc2)nc1F,,CHEMBL3394211,CHEMBL3396461,2.3899999999999996e-06,nm/s,0
O=C(O)c1ccc(CCN2C(=O)CCN2CCC(O)Cc2cccc(Br)c2)cc1,,CHEMBL249538,CHEMBL925655,10.0,10^-6 cm/s,1
N#CCNC(=O)[C@H](Cn1cc2ccccc2n1)NC(=O)OCc1ccccc1,,CHEMBL2042013,CHEMBL2043714,4.5499999999999995e-05,nm/s,1
NC(=O)N1c2ccccc2C=Cc2ccccc21,CARBAMAZEPINE,CHEMBL108,CHEMBL3620240,6.669400000000001e-05,nm/s,1
CC[C@](C)(O)C#Cc1cc2c(cn1)cnn2-c1ccnc(N)n1,,CHEMBL5273263,CHEMBL5236889,25.0,10^-6 cm/s,1
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1cn3c(n1)CCCC3)n2Cc1ccccc1,,CHEMBL5424818,CHEMBL5375003,9.3,10^-6 cm/s,1
CNC1(c2ccc(N3CCc4c(C#N)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,,CHEMBL514567,CHEMBL1010166,1.1e-05,nm/s,1
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,QUINIDINE,CHEMBL1294,CHEMBL4831947,3.27,10^-6 cm/s,1
CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(Oc2ccccc2)cc1)C(=O)O,,CHEMBL254282,CHEMBL928322,5e-07,nm/s,0
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1,,CHEMBL3526474,CHEMBL3532886,5.1e-07,nm/s,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,SCY 635,CHEMBL1269597,CHEMBL1216204,8.199999999999999e-07,nm/s,0
COc1cc(-c2nc3cc(C4=NCCN4)ccc3[nH]2)ccc1OCC(=O)c1ccccc1.Cl,,CHEMBL4755369,CHEMBL4710750,0.09000000000000001,10^-6 cm/s,1
C[C@@H]1COCCN1c1cc(N2C3CCC2COC3)nc2[nH]c(-c3ccccn3)nc12,,CHEMBL5431004,CHEMBL5335162,9.57,10^-6 cm/s,1
C[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,,CHEMBL5181494,CHEMBL5111948,0.11,10^-6 cm/s,1
CC[C@@H]1CO[C@@](C)(CCO)CN1C(=O)c1cc(OC)c2oc(N[C@H](C)c3cccc(Cl)c3)nc2c1,,CHEMBL4749829,CHEMBL4672670,6.799999999999999e-06,nm/s,0
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,DELAMANID,CHEMBL218650,CHEMBL5117254,0.17,10^-6 cm/s,1
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,KETOCONAZOLE,CHEMBL157101,CHEMBL1908286,3.23e-05,nm/s,1
Cc1ncc(CCc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)cn1,,CHEMBL5394450,CHEMBL5328168,30.0,10^-6 cm/s,1
COc1cc2c(cc1OC)CN(CC/C=C1\CCCc3c(OC)cccc31)CC2,,CHEMBL260599,CHEMBL921231,3.8599999999999996e-05,nm/s,1
CC(C)c1csc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,,CHEMBL5084900,CHEMBL5036695,1.5,10^-6 cm/s,1
CC(C)(C)c1ccc(-c2nnc(SCc3cc(=O)n4c(c3C3CC3)SCC4C(=O)O)o2)cc1,,CHEMBL5409433,CHEMBL5363917,0.88,10^-6 cm/s,1
CS(=O)(=O)c1ccccc1N1CCC(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)CC1,,CHEMBL428749,CHEMBL885807,1.7,10^-6 cm/s,1
COc1cccc(CNC(=O)c2nc3ccc(F)c(OCCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1,,CHEMBL3359091,CHEMBL3383293,4.77e-06,nm/s,0
COc1cc(Cl)c(Oc2ccccc2C)cc1-n1c(=O)cc(C(F)(F)F)[nH]c1=O,,CHEMBL5220057,CHEMBL5217583,1.99e-05,nm/s,1
COc1cnc(-c2ccc(F)c([C@]3(C)CC[C@@](C)(C#N)C(N)=N3)c2)cn1,,CHEMBL5170536,CHEMBL5156199,22.0,10^-6 cm/s,1
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,CIMETIDINE,CHEMBL30,CHEMBL4770830,0.679,10^-6 cm/s,1
COc1cccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)c1,,CHEMBL5183903,CHEMBL5111947,6.2,10^-6 cm/s,1
N[C@H]1CCCC[C@H]1NC(=O)P(=O)(O)O,,CHEMBL270083,CHEMBL949156,9.27,10^-6 cm/s,1
Cc1c(CN2CCN(C(=O)C3CCCC3)[C@@H](C)C2)cc(F)cc1NC(=O)CC(CCC(=O)O)c1ccccc1,,CHEMBL4745601,CHEMBL4736741,39.0,10^-6 cm/s,1
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,GLECAPREVIR,CHEMBL3545363,CHEMBL4730027,5.2,10^-6 cm/s,1
O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCOC3)cc1,,CHEMBL1649681,CHEMBL1656994,4.7e-05,nm/s,1
COc1cc2c(cc1OC)CN(Cc1cccc(-c3ccccc3)c1)CC2,,CHEMBL259370,CHEMBL923494,0.0003659,nm/s,1
Cc1c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(=O)n(C)c(=O)n1C,,CHEMBL2333173,CHEMBL2339231,7.699999999999999e-07,nm/s,0
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCCC1,,CHEMBL571860,CHEMBL1045215,7e-07,nm/s,0
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1,,CHEMBL3526474,CHEMBL3541351,1.37e-05,nm/s,1
Cc1c(CN2CCN(C(=O)CC3CC3)[C@@H](C)C2)cc(F)cc1NS(=O)(=O)c1ccc(F)cc1,,CHEMBL5286547,CHEMBL5226012,4.5,10^-6 cm/s,1
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,DIPYRIDAMOLE,CHEMBL932,CHEMBL1908285,2.85e-06,nm/s,0
COc1cc(-c2nc3ccc(-c4cccc(CN(C)C)c4)cc3c(=O)n2CC(=O)NC(C)C)ccc1F,,CHEMBL1778961,CHEMBL1781153,9.1e-06,nm/s,1
O=C(O)Cn1nc(Cc2nc3cc(F)c(OCC4CC4)cc3[nH]2)c2ccccc2c1=O,,CHEMBL5077930,CHEMBL5046727,0.6,10^-6 cm/s,1
O=c1cc(-c2cccc3c2Sc2ccc(OCCN4CCC(F)(F)CC4)cc2C3)oc(N2CCOCC2)c1,,CHEMBL4783324,CHEMBL4682228,5.4e-06,nm/s,0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,,CHEMBL2152253,CHEMBL2157143,9.999999999999999e-06,nm/s,1
OC[C@H]1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,SELVIGALTIN,CHEMBL5182222,CHEMBL5357993,4.6,10^-6 cm/s,1
COc1ccc(-c2noc(CC(=O)OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,,CHEMBL4163044,CHEMBL4140605,6.1e-05,nm/s,1
N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4cc(S(N)(=O)=O)c(F)cc4Cl)CC3)CC2)cc1,,CHEMBL1288670,CHEMBL1292009,2.7e-07,nm/s,0
O=c1cc(CO)n(-c2c(Cl)cccc2Cl)c2c(Cl)cnc(OCC(O)CO)c12,,CHEMBL5274137,CHEMBL5255858,7.0,10^-6 cm/s,1
Cc1nsc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3)cc(O[C@@H](C)CO)c2)n1,,CHEMBL3219109,CHEMBL3223679,5.199999999999999e-06,nm/s,0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,ATABECESTAT,CHEMBL3916243,CHEMBL5226212,23.0,10^-6 cm/s,1
Cl.Cl.O=C(COc1ccc(-c2nc3cc(C4=NCCN4)ccc3[nH]2)cc1F)N1CCOCC1,,CHEMBL4777531,CHEMBL4710749,0.99,10^-6 cm/s,1
CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1cccc(Oc2ccccc2)c1)C(=O)O,,CHEMBL252003,CHEMBL928322,5e-07,nm/s,0
C=CC(=O)Nc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cncc(NC[C@@H](O)c5ccccc5)c4)cc23)cc1,,CHEMBL5288241,CHEMBL5238294,6.0,10^-6 cm/s,1
Brc1ccc2c(c1)CCCc1nnc([C@H]3CC[C@H](Oc4ccccn4)CC3)n1-2,,CHEMBL4799412,CHEMBL4669227,29.0,10^-6 cm/s,1
N[C@H](CO)Cc1nc(-c2ccc(Oc3ccc(-c4cc[nH]n4)cn3)cc2)no1,,CHEMBL5440781,CHEMBL5377361,9.0,10^-6 cm/s,1
COC(=O)[C@H]1CSCc2ccccc2C(=O)OC[C@@H](NC(=O)[C@@H]2CCCN2C(C)=O)CN1,,CHEMBL4760653,CHEMBL4739637,2.9,10^-6 cm/s,1
CCCCC(=O)Nc1ccc(Cn2c(CCCC)nc3c(N)nc4ccccc4c32)cc1,,CHEMBL5396405,CHEMBL5370444,1.59,10^-6 cm/s,1
Cn1cc(Cc2ccc3c(-c4cnn(C)c4)cc(C(N)=O)nc3c2)cn1,,CHEMBL5423342,CHEMBL5365182,36.0,10^-6 cm/s,1
CC[C@](C)(O)C#Cc1cc2c(ccn2-c2cc(C)nc(N)n2)cn1,,CHEMBL5282902,CHEMBL5236878,1.7,10^-6 cm/s,1
O=[N+]([O-])c1cc(Cl)ccc1Cl,,CHEMBL354761,CHEMBL905612,7.78,10^-6 cm/s,1
